Banner;Index;Item;Item Type;Item Rarity;Date
Permanent;41;Black Tassel;Weapon;3;2020-10-02T12:08:17Z
Permanent;42;Kaeya;Character;4;2020-10-02T12:08:17Z
Permanent;43;Ferrous Shadow;Weapon;3;2020-10-02T12:08:17Z
Permanent;44;Debate Club;Weapon;3;2020-10-02T12:08:17Z
Permanent;45;Raven Bow;Weapon;3;2020-10-02T12:08:17Z
Permanent;46;Sharpshooter's Oath;Weapon;3;2020-10-02T12:08:17Z
Permanent;47;Black Tassel;Weapon;3;2020-10-02T12:08:17Z
Permanent;48;Harbinger of Dawn;Weapon;3;2020-10-02T12:08:17Z
Permanent;49;Cool Steel;Weapon;3;2020-10-02T12:08:17Z
Permanent;50;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-02T12:08:17Z
Permanent;51;Bloodtainted Greatsword;Weapon;3;2020-10-02T13:53:17Z
Permanent;52;Dragon's Bane;Weapon;4;2020-10-04T22:25:06Z
Permanent;53;Skyrider Sword;Weapon;3;2020-10-05T17:51:04Z
Permanent;54;Slingshot;Weapon;3;2020-10-05T17:51:09Z
Permanent;55;Black Tassel;Weapon;3;2020-10-05T17:51:14Z
Permanent;56;Harbinger of Dawn;Weapon;3;2020-10-05T17:51:18Z
Permanent;57;Bloodtainted Greatsword;Weapon;3;2020-10-06T13:02:12Z
Permanent;58;Skyrider Sword;Weapon;3;2020-10-06T13:02:23Z
Permanent;59;Sharpshooter's Oath;Weapon;3;2020-10-06T16:31:44Z
Permanent;60;Bloodtainted Greatsword;Weapon;3;2020-10-07T12:05:57Z
Permanent;61;Ferrous Shadow;Weapon;3;2020-10-07T12:06:03Z
Permanent;62;Sucrose;Character;4;2020-10-07T12:06:07Z
Permanent;63;Ferrous Shadow;Weapon;3;2020-10-07T12:06:15Z
Permanent;64;Magic Guide;Weapon;3;2020-10-07T12:06:20Z
Permanent;65;Skyrider Sword;Weapon;3;2020-10-08T09:18:23Z
Permanent;66;Black Tassel;Weapon;3;2020-10-08T19:07:07Z
Permanent;67;Emerald Orb;Weapon;3;2020-10-08T19:07:16Z
Permanent;68;Raven Bow;Weapon;3;2020-10-08T19:07:22Z
Permanent;69;Debate Club;Weapon;3;2020-10-08T19:07:44Z
Permanent;70;Xiangling;Character;4;2020-10-08T19:07:54Z
Permanent;71;Ferrous Shadow;Weapon;3;2020-10-09T09:36:39Z
Permanent;72;Cool Steel;Weapon;3;2020-10-09T09:36:47Z
Permanent;73;Raven Bow;Weapon;3;2020-10-09T19:05:50Z
Permanent;74;Magic Guide;Weapon;3;2020-10-10T09:19:42Z
Permanent;75;Cool Steel;Weapon;3;2020-10-10T09:19:48Z
Permanent;76;Harbinger of Dawn;Weapon;3;2020-10-10T09:19:59Z
Permanent;77;Black Tassel;Weapon;3;2020-10-10T19:40:02Z
Permanent;78;Skyward Atlas;Weapon;5;2020-10-10T19:42:27Z
Permanent;79;Raven Bow;Weapon;3;2020-10-10T19:42:27Z
Permanent;80;The Stringless;Weapon;4;2020-10-10T19:42:27Z
Permanent;81;The Widsith;Weapon;4;2020-10-10T19:42:27Z
Permanent;82;Black Tassel;Weapon;3;2020-10-10T19:42:27Z
Permanent;83;Bloodtainted Greatsword;Weapon;3;2020-10-10T19:42:27Z
Permanent;84;Skyrider Sword;Weapon;3;2020-10-10T19:42:27Z
Permanent;85;Black Tassel;Weapon;3;2020-10-10T19:42:27Z
Permanent;86;Black Tassel;Weapon;3;2020-10-10T19:42:27Z
Permanent;87;Bloodtainted Greatsword;Weapon;3;2020-10-10T19:42:27Z
Permanent;88;Beidou;Character;4;2020-10-11T10:58:53Z
Permanent;89;Harbinger of Dawn;Weapon;3;2020-10-11T10:59:01Z
Permanent;90;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-11T11:10:56Z
Permanent;91;Emerald Orb;Weapon;3;2020-10-12T08:32:38Z
Permanent;92;Kaeya;Character;4;2020-10-19T13:09:25Z
Permanent;93;Harbinger of Dawn;Weapon;3;2020-10-21T08:37:49Z
Permanent;94;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-27T13:00:27Z
Permanent;95;Slingshot;Weapon;3;2020-10-27T13:00:27Z
Permanent;96;Bloodtainted Greatsword;Weapon;3;2020-10-27T13:00:27Z
Permanent;97;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-27T13:00:27Z
Permanent;98;Magic Guide;Weapon;3;2020-10-27T13:00:27Z
Permanent;99;Emerald Orb;Weapon;3;2020-10-27T13:00:27Z
Permanent;100;Slingshot;Weapon;3;2020-10-27T13:00:27Z
Permanent;101;Slingshot;Weapon;3;2020-10-27T13:00:27Z
Permanent;102;Eye of Perception;Weapon;4;2020-10-27T13:00:27Z
Permanent;103;Favonius Lance;Weapon;4;2020-10-27T13:00:27Z
Permanent;104;Skyrider Sword;Weapon;3;2020-10-27T13:01:33Z
Permanent;105;Harbinger of Dawn;Weapon;3;2020-10-27T13:01:42Z
Permanent;106;Magic Guide;Weapon;3;2020-10-27T13:01:47Z
Permanent;107;Sharpshooter's Oath;Weapon;3;2020-10-27T13:01:52Z
Permanent;108;Black Tassel;Weapon;3;2020-10-27T13:01:57Z
Permanent;109;Slingshot;Weapon;3;2020-10-27T17:15:49Z
Permanent;110;Slingshot;Weapon;3;2020-10-27T17:15:58Z
Permanent;111;Emerald Orb;Weapon;3;2020-10-27T17:16:05Z
Permanent;112;Xiangling;Character;4;2020-10-27T17:20:56Z
Permanent;113;Ferrous Shadow;Weapon;3;2020-10-27T17:21:10Z
Permanent;114;Harbinger of Dawn;Weapon;3;2020-10-27T17:36:33Z
Permanent;115;Cool Steel;Weapon;3;2020-10-27T17:37:02Z
Permanent;116;Bloodtainted Greatsword;Weapon;3;2020-10-28T09:03:45Z
Permanent;117;Sacrificial Sword;Weapon;4;2020-10-28T09:03:51Z
Permanent;118;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-29T08:51:27Z
Permanent;119;Skyrider Sword;Weapon;3;2020-10-29T08:51:34Z
Permanent;120;Harbinger of Dawn;Weapon;3;2020-10-30T08:43:45Z
Permanent;121;Slingshot;Weapon;3;2020-10-30T13:33:23Z
Permanent;122;Bloodtainted Greatsword;Weapon;3;2020-10-30T13:35:12Z
Permanent;123;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-30T13:35:12Z
Permanent;124;Emerald Orb;Weapon;3;2020-10-30T13:35:12Z
Permanent;125;Bloodtainted Greatsword;Weapon;3;2020-10-30T13:35:12Z
Permanent;126;Black Tassel;Weapon;3;2020-10-30T13:35:12Z
Permanent;127;Sacrificial Sword;Weapon;4;2020-10-30T13:35:12Z
Permanent;128;Sharpshooter's Oath;Weapon;3;2020-10-30T13:35:12Z
Permanent;129;Sharpshooter's Oath;Weapon;3;2020-10-30T13:35:12Z
Permanent;130;Ferrous Shadow;Weapon;3;2020-10-30T13:35:12Z
Permanent;131;Emerald Orb;Weapon;3;2020-10-30T13:35:12Z
Permanent;132;Debate Club;Weapon;3;2020-10-30T13:35:18Z
Permanent;133;Emerald Orb;Weapon;3;2020-10-30T13:35:18Z
Permanent;134;Raven Bow;Weapon;3;2020-10-30T13:35:18Z
Permanent;135;Ferrous Shadow;Weapon;3;2020-10-30T13:35:18Z
Permanent;136;Skyrider Sword;Weapon;3;2020-10-30T13:35:18Z
Permanent;137;Noelle;Character;4;2020-10-30T13:35:18Z
Permanent;138;Emerald Orb;Weapon;3;2020-10-30T13:35:18Z
Permanent;139;Cool Steel;Weapon;3;2020-10-30T13:35:18Z
Permanent;140;Bloodtainted Greatsword;Weapon;3;2020-10-30T13:35:18Z
Permanent;141;Skyrider Sword;Weapon;3;2020-10-30T13:35:18Z
Permanent;142;Magic Guide;Weapon;3;2020-10-30T13:35:24Z
Permanent;143;Emerald Orb;Weapon;3;2020-10-30T13:35:28Z
Permanent;144;Ferrous Shadow;Weapon;3;2020-10-30T13:35:32Z
Permanent;145;Debate Club;Weapon;3;2020-10-30T13:35:36Z
Permanent;146;Ferrous Shadow;Weapon;3;2020-10-30T13:35:40Z
Permanent;147;Dragon's Bane;Weapon;4;2020-10-30T13:36:16Z
Permanent;148;Xiangling;Character;4;2020-10-31T10:03:37Z
Permanent;149;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-01T13:21:49Z
Permanent;150;Black Tassel;Weapon;3;2020-11-01T14:22:40Z
Permanent;151;Sharpshooter's Oath;Weapon;3;2020-11-01T14:22:44Z
Permanent;152;Magic Guide;Weapon;3;2020-11-01T14:22:48Z
Permanent;153;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-01T14:22:54Z
Permanent;154;Keqing;Character;5;2020-11-01T14:22:58Z
Permanent;155;Emerald Orb;Weapon;3;2020-11-01T14:23:15Z
Permanent;156;Black Tassel;Weapon;3;2020-11-01T14:27:41Z
Permanent;157;Chongyun;Character;4;2020-11-01T14:27:47Z
Permanent;158;Raven Bow;Weapon;3;2020-11-01T19:08:37Z
Permanent;159;Skyrider Sword;Weapon;3;2020-11-03T11:47:09Z
Permanent;160;Debate Club;Weapon;3;2020-11-03T11:47:09Z
Permanent;161;Skyward Blade;Weapon;5;2020-11-03T11:47:09Z
Permanent;162;Sharpshooter's Oath;Weapon;3;2020-11-03T11:47:09Z
Permanent;163;Ferrous Shadow;Weapon;3;2020-11-03T11:47:09Z
Permanent;164;Debate Club;Weapon;3;2020-11-03T11:47:09Z
Permanent;165;Bloodtainted Greatsword;Weapon;3;2020-11-03T11:47:09Z
Permanent;166;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-03T11:47:09Z
Permanent;167;Sacrificial Sword;Weapon;4;2020-11-03T11:47:09Z
Permanent;168;Magic Guide;Weapon;3;2020-11-03T11:47:09Z
Permanent;169;Black Tassel;Weapon;3;2020-11-03T11:47:20Z
Permanent;170;Skyrider Sword;Weapon;3;2020-11-03T11:47:20Z
Permanent;171;Emerald Orb;Weapon;3;2020-11-03T11:47:20Z
Permanent;172;Emerald Orb;Weapon;3;2020-11-03T11:47:20Z
Permanent;173;Ferrous Shadow;Weapon;3;2020-11-03T11:47:20Z
Permanent;174;Slingshot;Weapon;3;2020-11-03T11:47:20Z
Permanent;175;Emerald Orb;Weapon;3;2020-11-03T11:47:20Z
Permanent;176;Chongyun;Character;4;2020-11-03T11:47:20Z
Permanent;177;Skyrider Sword;Weapon;3;2020-11-03T11:47:20Z
Permanent;178;Slingshot;Weapon;3;2020-11-03T11:47:20Z
Permanent;179;Black Tassel;Weapon;3;2020-11-03T11:47:44Z
Permanent;180;Ferrous Shadow;Weapon;3;2020-11-03T11:47:48Z
Permanent;181;Slingshot;Weapon;3;2020-11-03T11:47:53Z
Permanent;182;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-03T11:47:58Z
Permanent;183;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-03T11:48:02Z
Permanent;184;Skyrider Sword;Weapon;3;2020-11-03T11:48:06Z
Permanent;185;Xiangling;Character;4;2020-11-03T11:48:11Z
Permanent;186;Bloodtainted Greatsword;Weapon;3;2020-11-03T23:59:26Z
Permanent;187;Sharpshooter's Oath;Weapon;3;2020-11-03T23:59:26Z
Permanent;188;Slingshot;Weapon;3;2020-11-03T23:59:26Z
Permanent;189;Magic Guide;Weapon;3;2020-11-03T23:59:26Z
Permanent;190;Magic Guide;Weapon;3;2020-11-03T23:59:26Z
Permanent;191;Debate Club;Weapon;3;2020-11-03T23:59:26Z
Permanent;192;Raven Bow;Weapon;3;2020-11-03T23:59:26Z
Permanent;193;Raven Bow;Weapon;3;2020-11-03T23:59:26Z
Permanent;194;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-03T23:59:26Z
Permanent;195;Keqing;Character;5;2020-11-03T23:59:26Z
Permanent;196;Favonius Warbow;Weapon;4;2020-11-03T23:59:32Z
Permanent;197;Black Tassel;Weapon;3;2020-11-03T23:59:32Z
Permanent;198;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-03T23:59:32Z
Permanent;199;Debate Club;Weapon;3;2020-11-03T23:59:32Z
Permanent;200;Magic Guide;Weapon;3;2020-11-03T23:59:32Z
Permanent;201;Ferrous Shadow;Weapon;3;2020-11-03T23:59:32Z
Permanent;202;Ferrous Shadow;Weapon;3;2020-11-03T23:59:32Z
Permanent;203;Slingshot;Weapon;3;2020-11-03T23:59:32Z
Permanent;204;Black Tassel;Weapon;3;2020-11-03T23:59:32Z
Permanent;205;Xiangling;Character;4;2020-11-03T23:59:32Z
Permanent;206;Skyrider Sword;Weapon;3;2020-11-03T23:59:37Z
Permanent;207;Raven Bow;Weapon;3;2020-11-03T23:59:37Z
Permanent;208;Bloodtainted Greatsword;Weapon;3;2020-11-03T23:59:37Z
Permanent;209;Raven Bow;Weapon;3;2020-11-03T23:59:37Z
Permanent;210;Harbinger of Dawn;Weapon;3;2020-11-03T23:59:37Z
Permanent;211;Raven Bow;Weapon;3;2020-11-03T23:59:37Z
Permanent;212;Ferrous Shadow;Weapon;3;2020-11-03T23:59:37Z
Permanent;213;Harbinger of Dawn;Weapon;3;2020-11-03T23:59:37Z
Permanent;214;Favonius Sword;Weapon;4;2020-11-03T23:59:37Z
Permanent;215;Sharpshooter's Oath;Weapon;3;2020-11-03T23:59:37Z
Permanent;216;Slingshot;Weapon;3;2020-11-03T23:59:41Z
Permanent;217;Emerald Orb;Weapon;3;2020-11-03T23:59:41Z
Permanent;218;Emerald Orb;Weapon;3;2020-11-03T23:59:41Z
Permanent;219;Cool Steel;Weapon;3;2020-11-03T23:59:41Z
Permanent;220;Emerald Orb;Weapon;3;2020-11-03T23:59:41Z
Permanent;221;Skyrider Sword;Weapon;3;2020-11-03T23:59:41Z
Permanent;222;Emerald Orb;Weapon;3;2020-11-03T23:59:41Z
Permanent;223;Noelle;Character;4;2020-11-03T23:59:41Z
Permanent;224;Slingshot;Weapon;3;2020-11-03T23:59:41Z
Permanent;225;Bloodtainted Greatsword;Weapon;3;2020-11-03T23:59:41Z
Permanent;226;Harbinger of Dawn;Weapon;3;2020-11-03T23:59:46Z
Permanent;227;Slingshot;Weapon;3;2020-11-03T23:59:46Z
Permanent;228;Ferrous Shadow;Weapon;3;2020-11-03T23:59:46Z
Permanent;229;Magic Guide;Weapon;3;2020-11-03T23:59:46Z
Permanent;230;Raven Bow;Weapon;3;2020-11-03T23:59:46Z
Permanent;231;Sharpshooter's Oath;Weapon;3;2020-11-03T23:59:46Z
Permanent;232;Sacrificial Greatsword;Weapon;4;2020-11-03T23:59:46Z
Permanent;233;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-03T23:59:46Z
Permanent;234;Debate Club;Weapon;3;2020-11-03T23:59:46Z
Permanent;235;Raven Bow;Weapon;3;2020-11-03T23:59:46Z
Permanent;236;Skyrider Sword;Weapon;3;2020-11-03T23:59:51Z
Permanent;237;Magic Guide;Weapon;3;2020-11-04T00:01:27Z
Permanent;238;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-04T00:01:32Z
Permanent;239;Debate Club;Weapon;3;2020-11-04T00:01:37Z
Permanent;240;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-04T00:01:41Z
Permanent;241;Black Tassel;Weapon;3;2020-11-04T00:01:46Z
Permanent;242;Xingqiu;Character;4;2020-11-04T00:08:58Z
Permanent;243;Skyrider Sword;Weapon;3;2020-11-04T00:08:58Z
Permanent;244;Cool Steel;Weapon;3;2020-11-04T00:08:58Z
Permanent;245;Skyrider Sword;Weapon;3;2020-11-04T00:08:58Z
Permanent;246;Magic Guide;Weapon;3;2020-11-04T00:08:58Z
Permanent;247;Debate Club;Weapon;3;2020-11-04T00:08:58Z
Permanent;248;Debate Club;Weapon;3;2020-11-04T00:08:58Z
Permanent;249;Xingqiu;Character;4;2020-11-04T00:08:58Z
Permanent;250;Magic Guide;Weapon;3;2020-11-04T00:08:58Z
Permanent;251;Magic Guide;Weapon;3;2020-11-04T00:08:58Z
Permanent;252;Debate Club;Weapon;3;2020-11-04T00:09:08Z
Permanent;253;Raven Bow;Weapon;3;2020-11-04T00:09:08Z
Permanent;254;Black Tassel;Weapon;3;2020-11-04T00:09:08Z
Permanent;255;Skyrider Sword;Weapon;3;2020-11-04T00:09:08Z
Permanent;256;Black Tassel;Weapon;3;2020-11-04T00:09:08Z
Permanent;257;Harbinger of Dawn;Weapon;3;2020-11-04T00:09:08Z
Permanent;258;Sacrificial Fragments;Weapon;4;2020-11-04T00:09:08Z
Permanent;259;The Widsith;Weapon;4;2020-11-04T00:09:08Z
Permanent;260;Harbinger of Dawn;Weapon;3;2020-11-04T00:09:08Z
Permanent;261;Black Tassel;Weapon;3;2020-11-04T00:09:08Z
Permanent;262;Raven Bow;Weapon;3;2020-11-04T00:09:19Z
Permanent;263;Debate Club;Weapon;3;2020-11-04T00:09:19Z
Permanent;264;Harbinger of Dawn;Weapon;3;2020-11-04T00:09:19Z
Permanent;265;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-04T00:09:19Z
Permanent;266;Harbinger of Dawn;Weapon;3;2020-11-04T00:09:19Z
Permanent;267;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-04T00:09:19Z
Permanent;268;Emerald Orb;Weapon;3;2020-11-04T00:09:19Z
Permanent;269;Lost Prayer to the Sacred Winds;Weapon;5;2020-11-04T00:09:19Z
Permanent;270;Amber;Character;4;2020-11-04T00:09:19Z
Permanent;271;Slingshot;Weapon;3;2020-11-04T00:09:19Z
Permanent;272;Harbinger of Dawn;Weapon;3;2020-11-04T00:09:25Z
Permanent;273;Sharpshooter's Oath;Weapon;3;2020-11-04T00:09:25Z
Permanent;274;Black Tassel;Weapon;3;2020-11-04T00:09:25Z
Permanent;275;Magic Guide;Weapon;3;2020-11-04T00:09:25Z
Permanent;276;Sharpshooter's Oath;Weapon;3;2020-11-04T00:09:25Z
Permanent;277;Ferrous Shadow;Weapon;3;2020-11-04T00:09:25Z
Permanent;278;Debate Club;Weapon;3;2020-11-04T00:09:25Z
Permanent;279;Black Tassel;Weapon;3;2020-11-04T00:09:25Z
Permanent;280;The Stringless;Weapon;4;2020-11-04T00:09:25Z
Permanent;281;Ferrous Shadow;Weapon;3;2020-11-04T00:09:25Z
Permanent;282;Razor;Character;4;2020-11-04T00:09:29Z
Permanent;283;Harbinger of Dawn;Weapon;3;2020-11-04T00:09:29Z
Permanent;284;Bloodtainted Greatsword;Weapon;3;2020-11-04T00:09:29Z
Permanent;285;Raven Bow;Weapon;3;2020-11-04T00:09:29Z
Permanent;286;Fischl;Character;4;2020-11-04T00:09:29Z
Permanent;287;Skyrider Sword;Weapon;3;2020-11-04T00:09:29Z
Permanent;288;Slingshot;Weapon;3;2020-11-04T00:09:29Z
Permanent;289;Debate Club;Weapon;3;2020-11-04T00:09:29Z
Permanent;290;Raven Bow;Weapon;3;2020-11-04T00:09:29Z
Permanent;291;Black Tassel;Weapon;3;2020-11-04T00:09:29Z
Permanent;292;Slingshot;Weapon;3;2020-11-04T00:10:08Z
Permanent;293;Debate Club;Weapon;3;2020-11-04T00:10:14Z
Permanent;294;Black Tassel;Weapon;3;2020-11-04T00:10:18Z
Permanent;295;Rust;Weapon;4;2020-11-04T00:10:22Z
Permanent;296;Black Tassel;Weapon;3;2020-11-04T00:10:27Z
Permanent;297;Harbinger of Dawn;Weapon;3;2020-11-04T10:27:56Z
Permanent;298;Magic Guide;Weapon;3;2020-11-04T22:03:11Z
Permanent;299;Bloodtainted Greatsword;Weapon;3;2020-11-04T22:36:53Z
Permanent;300;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-04T22:36:53Z
Permanent;301;Emerald Orb;Weapon;3;2020-11-04T22:36:53Z
Permanent;302;Magic Guide;Weapon;3;2020-11-04T22:36:53Z
Permanent;303;Skyrider Sword;Weapon;3;2020-11-04T22:36:53Z
Permanent;304;Bennett;Character;4;2020-11-04T22:36:53Z
Permanent;305;Magic Guide;Weapon;3;2020-11-04T22:36:53Z
Permanent;306;Bloodtainted Greatsword;Weapon;3;2020-11-04T22:36:53Z
Permanent;307;Slingshot;Weapon;3;2020-11-04T22:36:53Z
Permanent;308;Magic Guide;Weapon;3;2020-11-04T22:36:53Z
Permanent;309;Cool Steel;Weapon;3;2020-11-04T22:37:00Z
Permanent;310;Ferrous Shadow;Weapon;3;2020-11-04T22:37:00Z
Permanent;311;Slingshot;Weapon;3;2020-11-04T22:37:00Z
Permanent;312;Raven Bow;Weapon;3;2020-11-04T22:37:00Z
Permanent;313;Rust;Weapon;4;2020-11-04T22:37:00Z
Permanent;314;Slingshot;Weapon;3;2020-11-04T22:37:00Z
Permanent;315;Bloodtainted Greatsword;Weapon;3;2020-11-04T22:37:00Z
Permanent;316;Magic Guide;Weapon;3;2020-11-04T22:37:00Z
Permanent;317;Ferrous Shadow;Weapon;3;2020-11-04T22:37:00Z
Permanent;318;Slingshot;Weapon;3;2020-11-04T22:37:00Z
Permanent;319;Harbinger of Dawn;Weapon;3;2020-11-04T22:37:35Z
Permanent;320;Cool Steel;Weapon;3;2020-11-04T22:37:39Z
Permanent;321;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-04T22:37:46Z
Permanent;322;Amber;Character;4;2020-11-05T09:11:38Z
Permanent;323;Sharpshooter's Oath;Weapon;3;2020-11-05T19:16:04Z
Permanent;324;Harbinger of Dawn;Weapon;3;2020-11-07T11:44:16Z
Permanent;325;Black Tassel;Weapon;3;2020-11-07T11:44:23Z
Permanent;326;Cool Steel;Weapon;3;2020-11-08T10:57:11Z
Permanent;327;Slingshot;Weapon;3;2020-11-08T13:51:44Z
Permanent;328;Sharpshooter's Oath;Weapon;3;2020-11-09T09:16:27Z
Permanent;329;Chongyun;Character;4;2020-11-09T20:38:59Z
Permanent;330;Debate Club;Weapon;3;2020-11-09T20:39:20Z
Permanent;331;Skyrider Sword;Weapon;3;2020-11-10T08:13:57Z
Permanent;332;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-10T21:53:51Z
Permanent;333;Sharpshooter's Oath;Weapon;3;2020-11-10T21:54:08Z
Permanent;334;Emerald Orb;Weapon;3;2020-11-10T21:54:13Z
Permanent;335;Emerald Orb;Weapon;3;2020-11-10T23:19:41Z
Permanent;336;Magic Guide;Weapon;3;2020-11-11T11:09:48Z
Permanent;337;Emerald Orb;Weapon;3;2020-11-11T11:09:54Z
Permanent;338;Eye of Perception;Weapon;4;2020-11-11T11:09:59Z
Permanent;339;Magic Guide;Weapon;3;2020-11-11T11:10:03Z
Permanent;340;Cool Steel;Weapon;3;2020-11-11T11:10:07Z
Permanent;341;Ferrous Shadow;Weapon;3;2020-11-11T17:00:57Z
Permanent;342;Black Tassel;Weapon;3;2020-11-12T09:34:32Z
Permanent;343;Bloodtainted Greatsword;Weapon;3;2020-11-12T09:34:37Z
Permanent;344;Skyrider Sword;Weapon;3;2020-11-12T21:18:03Z
Permanent;345;Keqing;Character;5;2020-11-13T08:56:15Z
Permanent;346;Harbinger of Dawn;Weapon;3;2020-11-13T14:17:26Z
Permanent;347;Harbinger of Dawn;Weapon;3;2020-11-13T14:17:31Z
Permanent;348;Fischl;Character;4;2020-11-13T19:02:50Z
Permanent;349;Magic Guide;Weapon;3;2020-11-13T19:02:55Z
