Banner;Index;Item;Item Type;Item Rarity;Date
Permanent;10;Lisa;Character;4;2020-09-29T15:36:20Z
Permanent;11;Ferrous Shadow;Weapon;3;2020-09-30T08:36:44Z
Permanent;12;Cool Steel;Weapon;3;2020-09-30T08:36:44Z
Permanent;13;Black Tassel;Weapon;3;2020-09-30T08:36:44Z
Permanent;14;Black Tassel;Weapon;3;2020-09-30T08:36:44Z
Permanent;15;Thrilling Tales of Dragon Slayers;Weapon;3;2020-09-30T08:36:44Z
Permanent;16;Debate Club;Weapon;3;2020-09-30T08:36:44Z
Permanent;17;Bloodtainted Greatsword;Weapon;3;2020-09-30T08:36:44Z
Permanent;18;Bloodtainted Greatsword;Weapon;3;2020-09-30T08:36:44Z
Permanent;19;Ferrous Shadow;Weapon;3;2020-09-30T08:36:44Z
Permanent;20;The Stringless;Weapon;4;2020-09-30T08:36:44Z
Permanent;21;Magic Guide;Weapon;3;2020-10-01T12:05:53Z
Permanent;22;Harbinger of Dawn;Weapon;3;2020-10-01T12:05:53Z
Permanent;23;Debate Club;Weapon;3;2020-10-01T12:05:53Z
Permanent;24;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-01T12:05:53Z
Permanent;25;Raven Bow;Weapon;3;2020-10-01T12:05:53Z
Permanent;26;Slingshot;Weapon;3;2020-10-01T12:05:53Z
Permanent;27;Bloodtainted Greatsword;Weapon;3;2020-10-01T12:05:53Z
Permanent;28;Skyrider Sword;Weapon;3;2020-10-01T12:05:53Z
Permanent;29;Sucrose;Character;4;2020-10-01T12:05:53Z
Permanent;30;Harbinger of Dawn;Weapon;3;2020-10-01T12:05:53Z
Permanent;31;Black Tassel;Weapon;3;2020-10-02T17:46:42Z
Permanent;32;Slingshot;Weapon;3;2020-10-02T17:46:42Z
Permanent;33;Ferrous Shadow;Weapon;3;2020-10-02T17:46:42Z
Permanent;34;Emerald Orb;Weapon;3;2020-10-02T17:46:42Z
Permanent;35;Skyrider Sword;Weapon;3;2020-10-02T17:46:42Z
Permanent;36;Emerald Orb;Weapon;3;2020-10-02T17:46:42Z
Permanent;37;Magic Guide;Weapon;3;2020-10-02T17:46:42Z
Permanent;38;Black Tassel;Weapon;3;2020-10-02T17:46:42Z
Permanent;39;Favonius Lance;Weapon;4;2020-10-02T17:46:42Z
Permanent;40;Bloodtainted Greatsword;Weapon;3;2020-10-02T17:46:42Z
Permanent;41;Emerald Orb;Weapon;3;2020-10-04T12:05:56Z
Permanent;42;Emerald Orb;Weapon;3;2020-10-04T12:05:56Z
Permanent;43;Black Tassel;Weapon;3;2020-10-04T12:05:56Z
Permanent;44;Raven Bow;Weapon;3;2020-10-04T12:05:56Z
Permanent;45;Ferrous Shadow;Weapon;3;2020-10-04T12:05:56Z
Permanent;46;Raven Bow;Weapon;3;2020-10-04T12:05:56Z
Permanent;47;Ferrous Shadow;Weapon;3;2020-10-04T12:05:56Z
Permanent;48;Slingshot;Weapon;3;2020-10-04T12:05:56Z
Permanent;49;Barbara;Character;4;2020-10-04T12:05:56Z
Permanent;50;Black Tassel;Weapon;3;2020-10-04T12:05:56Z
Permanent;51;Black Tassel;Weapon;3;2020-10-05T18:45:16Z
Permanent;52;Noelle;Character;4;2020-10-05T18:45:16Z
Permanent;53;Emerald Orb;Weapon;3;2020-10-05T18:45:16Z
Permanent;54;Ferrous Shadow;Weapon;3;2020-10-05T18:45:16Z
Permanent;55;Emerald Orb;Weapon;3;2020-10-05T18:45:16Z
Permanent;56;Emerald Orb;Weapon;3;2020-10-05T18:45:16Z
Permanent;57;Debate Club;Weapon;3;2020-10-05T18:45:16Z
Permanent;58;Cool Steel;Weapon;3;2020-10-05T18:45:16Z
Permanent;59;Skyrider Sword;Weapon;3;2020-10-05T18:45:16Z
Permanent;60;Ferrous Shadow;Weapon;3;2020-10-05T18:45:16Z
Permanent;61;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-08T15:51:03Z
Permanent;62;Rainslasher;Weapon;4;2020-10-08T15:51:03Z
Permanent;63;Magic Guide;Weapon;3;2020-10-08T15:51:03Z
Permanent;64;Slingshot;Weapon;3;2020-10-08T15:51:03Z
Permanent;65;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-08T15:51:03Z
Permanent;66;Raven Bow;Weapon;3;2020-10-08T15:51:03Z
Permanent;67;Black Tassel;Weapon;3;2020-10-08T15:51:03Z
Permanent;68;Black Tassel;Weapon;3;2020-10-08T15:51:03Z
Permanent;69;Bloodtainted Greatsword;Weapon;3;2020-10-08T15:51:03Z
Permanent;70;Debate Club;Weapon;3;2020-10-08T15:51:03Z
Permanent;71;Xingqiu;Character;4;2020-10-10T06:41:58Z
Permanent;72;Ferrous Shadow;Weapon;3;2020-10-10T06:41:58Z
Permanent;73;Skyrider Sword;Weapon;3;2020-10-10T06:41:58Z
Permanent;74;Magic Guide;Weapon;3;2020-10-10T06:41:58Z
Permanent;75;Sharpshooter's Oath;Weapon;3;2020-10-10T06:41:58Z
Permanent;76;Sharpshooter's Oath;Weapon;3;2020-10-10T06:41:58Z
Permanent;77;Skyrider Sword;Weapon;3;2020-10-10T06:41:58Z
Permanent;78;Raven Bow;Weapon;3;2020-10-10T06:41:58Z
Permanent;79;Bloodtainted Greatsword;Weapon;3;2020-10-10T06:41:58Z
Permanent;80;Skyward Atlas;Weapon;5;2020-10-10T06:41:58Z
Permanent;81;Sacrificial Bow;Weapon;4;2020-10-13T19:46:16Z
Permanent;82;Cool Steel;Weapon;3;2020-10-13T19:46:30Z
Permanent;83;Cool Steel;Weapon;3;2020-10-18T17:56:21Z
Permanent;84;Skyrider Sword;Weapon;3;2020-10-18T17:57:06Z
Permanent;85;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-20T12:47:41Z
Permanent;86;Slingshot;Weapon;3;2020-10-22T17:24:27Z
Permanent;87;Slingshot;Weapon;3;2020-10-22T17:24:27Z
Permanent;88;Black Tassel;Weapon;3;2020-10-22T17:24:27Z
Permanent;89;Sharpshooter's Oath;Weapon;3;2020-10-22T17:24:27Z
Permanent;90;Ningguang;Character;4;2020-10-22T17:24:27Z
Permanent;91;Sharpshooter's Oath;Weapon;3;2020-10-22T17:24:27Z
Permanent;92;Sharpshooter's Oath;Weapon;3;2020-10-22T17:24:27Z
Permanent;93;Bloodtainted Greatsword;Weapon;3;2020-10-22T17:24:27Z
Permanent;94;Black Tassel;Weapon;3;2020-10-22T17:24:27Z
Permanent;95;Bloodtainted Greatsword;Weapon;3;2020-10-22T17:24:27Z
Permanent;96;Bloodtainted Greatsword;Weapon;3;2020-10-22T17:24:37Z
Permanent;97;Emerald Orb;Weapon;3;2020-10-22T17:24:37Z
Permanent;98;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-22T17:24:37Z
Permanent;99;Sacrificial Sword;Weapon;4;2020-10-22T17:24:37Z
Permanent;100;Ferrous Shadow;Weapon;3;2020-10-22T17:24:37Z
Permanent;101;Cool Steel;Weapon;3;2020-10-22T17:24:37Z
Permanent;102;Slingshot;Weapon;3;2020-10-22T17:24:37Z
Permanent;103;Skyrider Sword;Weapon;3;2020-10-22T17:24:37Z
Permanent;104;Slingshot;Weapon;3;2020-10-22T17:24:37Z
Permanent;105;Harbinger of Dawn;Weapon;3;2020-10-22T17:24:37Z
Permanent;106;Bloodtainted Greatsword;Weapon;3;2020-10-22T17:24:46Z
Permanent;107;Black Tassel;Weapon;3;2020-10-22T17:24:46Z
Permanent;108;Chongyun;Character;4;2020-10-22T17:24:46Z
Permanent;109;Cool Steel;Weapon;3;2020-10-22T17:24:46Z
Permanent;110;Primordial Jade Winged-Spear;Weapon;5;2020-10-22T17:24:46Z
Permanent;111;Ferrous Shadow;Weapon;3;2020-10-22T17:24:46Z
Permanent;112;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-22T17:24:46Z
Permanent;113;Black Tassel;Weapon;3;2020-10-22T17:24:46Z
Permanent;114;Ferrous Shadow;Weapon;3;2020-10-22T17:24:46Z
Permanent;115;Cool Steel;Weapon;3;2020-10-22T17:24:46Z
Permanent;116;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-22T17:25:54Z
Permanent;117;The Widsith;Weapon;4;2020-10-22T17:25:54Z
Permanent;118;Debate Club;Weapon;3;2020-10-22T17:25:54Z
Permanent;119;Bloodtainted Greatsword;Weapon;3;2020-10-22T17:25:54Z
Permanent;120;Skyrider Sword;Weapon;3;2020-10-22T17:25:54Z
Permanent;121;Bloodtainted Greatsword;Weapon;3;2020-10-22T17:25:54Z
Permanent;122;Skyrider Sword;Weapon;3;2020-10-22T17:25:54Z
Permanent;123;Emerald Orb;Weapon;3;2020-10-22T17:25:54Z
Permanent;124;Black Tassel;Weapon;3;2020-10-22T17:25:54Z
Permanent;125;Debate Club;Weapon;3;2020-10-22T17:25:54Z
Permanent;126;Black Tassel;Weapon;3;2020-10-22T17:26:06Z
Permanent;127;Bennett;Character;4;2020-10-22T17:26:06Z
Permanent;128;Kaeya;Character;4;2020-10-22T17:26:06Z
Permanent;129;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-22T17:26:06Z
Permanent;130;Slingshot;Weapon;3;2020-10-22T17:26:06Z
Permanent;131;Harbinger of Dawn;Weapon;3;2020-10-22T17:26:06Z
Permanent;132;Bloodtainted Greatsword;Weapon;3;2020-10-22T17:26:06Z
Permanent;133;Debate Club;Weapon;3;2020-10-22T17:26:06Z
Permanent;134;Slingshot;Weapon;3;2020-10-22T17:26:06Z
Permanent;135;Skyrider Sword;Weapon;3;2020-10-22T17:26:06Z
Permanent;136;Emerald Orb;Weapon;3;2020-10-22T17:27:25Z
Permanent;137;Sacrificial Fragments;Weapon;4;2020-10-22T17:27:25Z
Permanent;138;Sharpshooter's Oath;Weapon;3;2020-10-22T17:27:25Z
Permanent;139;Harbinger of Dawn;Weapon;3;2020-10-22T17:27:25Z
Permanent;140;Raven Bow;Weapon;3;2020-10-22T17:27:25Z
Permanent;141;Cool Steel;Weapon;3;2020-10-22T17:27:25Z
Permanent;142;Harbinger of Dawn;Weapon;3;2020-10-22T17:27:25Z
Permanent;143;Black Tassel;Weapon;3;2020-10-22T17:27:25Z
Permanent;144;Debate Club;Weapon;3;2020-10-22T17:27:25Z
Permanent;145;Slingshot;Weapon;3;2020-10-22T17:27:25Z
Permanent;146;Fischl;Character;4;2020-10-26T23:06:28Z
Permanent;147;Slingshot;Weapon;3;2020-10-26T23:06:28Z
Permanent;148;Eye of Perception;Weapon;4;2020-10-26T23:06:28Z
Permanent;149;Raven Bow;Weapon;3;2020-10-26T23:06:28Z
Permanent;150;Raven Bow;Weapon;3;2020-10-26T23:06:28Z
Permanent;151;Harbinger of Dawn;Weapon;3;2020-10-26T23:06:28Z
Permanent;152;Slingshot;Weapon;3;2020-10-26T23:06:28Z
Permanent;153;Debate Club;Weapon;3;2020-10-26T23:06:28Z
Permanent;154;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-26T23:06:28Z
Permanent;155;Skyrider Sword;Weapon;3;2020-10-26T23:06:28Z
Permanent;156;Cool Steel;Weapon;3;2020-10-26T23:08:25Z
Permanent;157;Emerald Orb;Weapon;3;2020-10-26T23:08:25Z
Permanent;158;Favonius Greatsword;Weapon;4;2020-10-26T23:08:25Z
Permanent;159;Black Tassel;Weapon;3;2020-10-26T23:08:25Z
Permanent;160;Emerald Orb;Weapon;3;2020-10-26T23:08:25Z
Permanent;161;Favonius Sword;Weapon;4;2020-10-26T23:08:25Z
Permanent;162;Magic Guide;Weapon;3;2020-10-26T23:08:25Z
Permanent;163;Emerald Orb;Weapon;3;2020-10-26T23:08:25Z
Permanent;164;Magic Guide;Weapon;3;2020-10-26T23:08:25Z
Permanent;165;Black Tassel;Weapon;3;2020-10-26T23:08:25Z
Permanent;166;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-26T23:08:42Z
Permanent;167;Raven Bow;Weapon;3;2020-10-26T23:08:42Z
Permanent;168;Bloodtainted Greatsword;Weapon;3;2020-10-26T23:08:42Z
Permanent;169;Cool Steel;Weapon;3;2020-10-26T23:08:42Z
Permanent;170;Harbinger of Dawn;Weapon;3;2020-10-26T23:08:42Z
Permanent;171;Razor;Character;4;2020-10-26T23:08:42Z
Permanent;172;Raven Bow;Weapon;3;2020-10-26T23:08:42Z
Permanent;173;Ferrous Shadow;Weapon;3;2020-10-26T23:08:42Z
Permanent;174;Debate Club;Weapon;3;2020-10-26T23:08:42Z
Permanent;175;Debate Club;Weapon;3;2020-10-26T23:08:42Z
Permanent;176;Black Tassel;Weapon;3;2020-10-26T23:09:10Z
Permanent;177;Black Tassel;Weapon;3;2020-10-26T23:09:10Z
Permanent;178;Bloodtainted Greatsword;Weapon;3;2020-10-26T23:09:10Z
Permanent;179;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-26T23:09:10Z
Permanent;180;Lion's Roar;Weapon;4;2020-10-26T23:09:10Z
Permanent;181;Sharpshooter's Oath;Weapon;3;2020-10-26T23:09:10Z
Permanent;182;Bloodtainted Greatsword;Weapon;3;2020-10-26T23:09:10Z
Permanent;183;Emerald Orb;Weapon;3;2020-10-26T23:09:10Z
Permanent;184;Ferrous Shadow;Weapon;3;2020-10-26T23:09:10Z
Permanent;185;Harbinger of Dawn;Weapon;3;2020-10-26T23:09:10Z
Permanent;186;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-26T23:09:22Z
Permanent;187;Slingshot;Weapon;3;2020-10-26T23:09:22Z
Permanent;188;Magic Guide;Weapon;3;2020-10-26T23:09:22Z
Permanent;189;Ningguang;Character;4;2020-10-26T23:09:22Z
Permanent;190;Emerald Orb;Weapon;3;2020-10-26T23:09:22Z
Permanent;191;Skyrider Sword;Weapon;3;2020-10-26T23:09:22Z
Permanent;192;Jean;Character;5;2020-10-26T23:09:22Z
Permanent;193;Harbinger of Dawn;Weapon;3;2020-10-26T23:09:22Z
Permanent;194;Sharpshooter's Oath;Weapon;3;2020-10-26T23:09:22Z
Permanent;195;Bloodtainted Greatsword;Weapon;3;2020-10-26T23:09:22Z
Permanent;196;Slingshot;Weapon;3;2020-10-26T23:10:31Z
Permanent;197;Bloodtainted Greatsword;Weapon;3;2020-10-26T23:10:31Z
Permanent;198;Sacrificial Bow;Weapon;4;2020-10-26T23:10:31Z
Permanent;199;The Stringless;Weapon;4;2020-10-26T23:10:31Z
Permanent;200;Debate Club;Weapon;3;2020-10-26T23:10:31Z
Permanent;201;The Stringless;Weapon;4;2020-10-26T23:10:31Z
Permanent;202;Slingshot;Weapon;3;2020-10-26T23:10:31Z
Permanent;203;Emerald Orb;Weapon;3;2020-10-26T23:10:31Z
Permanent;204;Emerald Orb;Weapon;3;2020-10-26T23:10:31Z
Permanent;205;Emerald Orb;Weapon;3;2020-10-26T23:10:31Z
Permanent;206;Ferrous Shadow;Weapon;3;2020-10-26T23:11:18Z
Permanent;207;Cool Steel;Weapon;3;2020-10-26T23:11:25Z
Permanent;208;Jean;Character;5;2020-10-26T23:11:31Z
Permanent;209;Skyrider Sword;Weapon;3;2020-10-26T23:12:14Z
Permanent;210;Cool Steel;Weapon;3;2020-10-26T23:12:44Z
Permanent;211;Lisa;Character;4;2020-10-26T23:12:49Z
Permanent;212;Slingshot;Weapon;3;2020-10-26T23:19:31Z
Permanent;213;Sharpshooter's Oath;Weapon;3;2020-11-01T15:32:59Z
Permanent;214;Cool Steel;Weapon;3;2020-11-01T15:32:59Z
Permanent;215;Harbinger of Dawn;Weapon;3;2020-11-01T15:32:59Z
Permanent;216;Slingshot;Weapon;3;2020-11-01T15:32:59Z
Permanent;217;Emerald Orb;Weapon;3;2020-11-01T15:32:59Z
Permanent;218;Sacrificial Sword;Weapon;4;2020-11-01T15:32:59Z
Permanent;219;Emerald Orb;Weapon;3;2020-11-01T15:32:59Z
Permanent;220;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-01T15:32:59Z
Permanent;221;Ferrous Shadow;Weapon;3;2020-11-01T15:32:59Z
Permanent;222;Sharpshooter's Oath;Weapon;3;2020-11-01T15:32:59Z
Permanent;223;Skyrider Sword;Weapon;3;2020-11-01T15:33:41Z
Permanent;224;Bloodtainted Greatsword;Weapon;3;2020-11-01T15:33:48Z
Permanent;225;Debate Club;Weapon;3;2020-11-01T15:33:53Z
Permanent;226;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-01T15:33:58Z
Permanent;227;Sacrificial Bow;Weapon;4;2020-11-01T15:34:03Z
Permanent;228;Amber;Character;4;2020-11-01T15:34:11Z
Permanent;229;Raven Bow;Weapon;3;2020-11-01T15:44:04Z
Permanent;230;Black Tassel;Weapon;3;2020-11-01T15:44:09Z
Permanent;231;Primordial Jade Winged-Spear;Weapon;5;2020-11-01T15:44:47Z
Permanent;232;Black Tassel;Weapon;3;2020-11-01T15:45:15Z
Permanent;233;Black Tassel;Weapon;3;2020-11-01T15:45:21Z
Permanent;234;Bloodtainted Greatsword;Weapon;3;2020-11-01T15:45:25Z
Permanent;235;Black Tassel;Weapon;3;2020-11-01T15:45:29Z
Permanent;236;Harbinger of Dawn;Weapon;3;2020-11-04T14:40:26Z
Permanent;237;Favonius Codex;Weapon;4;2020-11-04T14:40:32Z
Permanent;238;Slingshot;Weapon;3;2020-11-04T22:31:16Z
Permanent;239;Cool Steel;Weapon;3;2020-11-04T22:31:16Z
Permanent;240;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-04T22:31:16Z
Permanent;241;Raven Bow;Weapon;3;2020-11-04T22:31:16Z
Permanent;242;Skyrider Sword;Weapon;3;2020-11-04T22:31:16Z
Permanent;243;Cool Steel;Weapon;3;2020-11-04T22:31:16Z
Permanent;244;Raven Bow;Weapon;3;2020-11-04T22:31:16Z
Permanent;245;Emerald Orb;Weapon;3;2020-11-04T22:31:16Z
Permanent;246;Magic Guide;Weapon;3;2020-11-04T22:31:16Z
Permanent;247;Xingqiu;Character;4;2020-11-04T22:31:16Z
Permanent;248;Emerald Orb;Weapon;3;2020-11-04T22:31:23Z
Permanent;249;Bennett;Character;4;2020-11-04T22:31:23Z
Permanent;250;Sharpshooter's Oath;Weapon;3;2020-11-04T22:31:23Z
Permanent;251;Raven Bow;Weapon;3;2020-11-04T22:31:23Z
Permanent;252;Harbinger of Dawn;Weapon;3;2020-11-04T22:31:23Z
Permanent;253;Raven Bow;Weapon;3;2020-11-04T22:31:23Z
Permanent;254;Debate Club;Weapon;3;2020-11-04T22:31:23Z
Permanent;255;Harbinger of Dawn;Weapon;3;2020-11-04T22:31:23Z
Permanent;256;Magic Guide;Weapon;3;2020-11-04T22:31:23Z
Permanent;257;Bloodtainted Greatsword;Weapon;3;2020-11-04T22:31:23Z
Permanent;258;Favonius Greatsword;Weapon;4;2020-11-04T22:31:31Z
Permanent;259;Sharpshooter's Oath;Weapon;3;2020-11-04T22:31:31Z
Permanent;260;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-04T22:31:31Z
Permanent;261;Emerald Orb;Weapon;3;2020-11-04T22:31:31Z
Permanent;262;Debate Club;Weapon;3;2020-11-04T22:31:31Z
Permanent;263;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-04T22:31:31Z
Permanent;264;Ferrous Shadow;Weapon;3;2020-11-04T22:31:31Z
Permanent;265;Raven Bow;Weapon;3;2020-11-04T22:31:31Z
Permanent;266;Keqing;Character;5;2020-11-04T22:31:31Z
Permanent;267;Slingshot;Weapon;3;2020-11-04T22:31:31Z
Permanent;268;Razor;Character;4;2020-11-04T22:32:24Z
Permanent;269;Emerald Orb;Weapon;3;2020-11-04T22:32:24Z
Permanent;270;Slingshot;Weapon;3;2020-11-04T22:32:24Z
Permanent;271;Sharpshooter's Oath;Weapon;3;2020-11-04T22:32:24Z
Permanent;272;Skyrider Sword;Weapon;3;2020-11-04T22:32:24Z
Permanent;273;Magic Guide;Weapon;3;2020-11-04T22:32:24Z
Permanent;274;Skyrider Sword;Weapon;3;2020-11-04T22:32:24Z
Permanent;275;Emerald Orb;Weapon;3;2020-11-04T22:32:24Z
Permanent;276;Magic Guide;Weapon;3;2020-11-04T22:32:24Z
Permanent;277;Sacrificial Greatsword;Weapon;4;2020-11-04T22:32:24Z
Permanent;278;Cool Steel;Weapon;3;2020-11-04T22:32:41Z
Permanent;279;Sacrificial Sword;Weapon;4;2020-11-04T22:32:41Z
Permanent;280;Skyrider Sword;Weapon;3;2020-11-04T22:32:41Z
Permanent;281;Bloodtainted Greatsword;Weapon;3;2020-11-04T22:32:41Z
Permanent;282;Emerald Orb;Weapon;3;2020-11-04T22:32:41Z
Permanent;283;Magic Guide;Weapon;3;2020-11-04T22:32:41Z
Permanent;284;Ferrous Shadow;Weapon;3;2020-11-04T22:32:41Z
Permanent;285;Bloodtainted Greatsword;Weapon;3;2020-11-04T22:32:41Z
Permanent;286;Sharpshooter's Oath;Weapon;3;2020-11-04T22:32:41Z
Permanent;287;Bloodtainted Greatsword;Weapon;3;2020-11-04T22:32:41Z
Permanent;288;Sharpshooter's Oath;Weapon;3;2020-11-04T22:33:36Z
Permanent;289;Bennett;Character;4;2020-11-04T22:33:41Z
Permanent;290;Ferrous Shadow;Weapon;3;2020-11-10T23:32:16Z
Permanent;291;Cool Steel;Weapon;3;2020-11-10T23:32:16Z
Permanent;292;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-10T23:32:16Z
Permanent;293;Bloodtainted Greatsword;Weapon;3;2020-11-10T23:32:16Z
Permanent;294;Debate Club;Weapon;3;2020-11-10T23:32:16Z
Permanent;295;Emerald Orb;Weapon;3;2020-11-10T23:32:16Z
Permanent;296;Black Tassel;Weapon;3;2020-11-10T23:32:16Z
Permanent;297;Skyrider Sword;Weapon;3;2020-11-10T23:32:16Z
Permanent;298;Favonius Sword;Weapon;4;2020-11-10T23:32:16Z
Permanent;299;Sharpshooter's Oath;Weapon;3;2020-11-10T23:32:16Z
Permanent;300;Raven Bow;Weapon;3;2020-11-10T23:32:21Z
Permanent;301;Ferrous Shadow;Weapon;3;2020-11-10T23:32:21Z
Permanent;302;Harbinger of Dawn;Weapon;3;2020-11-10T23:32:21Z
Permanent;303;Ferrous Shadow;Weapon;3;2020-11-10T23:32:21Z
Permanent;304;Lisa;Character;4;2020-11-10T23:32:21Z
Permanent;305;Slingshot;Weapon;3;2020-11-10T23:32:21Z
Permanent;306;Slingshot;Weapon;3;2020-11-10T23:32:21Z
Permanent;307;Debate Club;Weapon;3;2020-11-10T23:32:21Z
Permanent;308;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-10T23:32:21Z
Permanent;309;Skyrider Sword;Weapon;3;2020-11-10T23:32:21Z
Permanent;310;Black Tassel;Weapon;3;2020-11-10T23:32:29Z
Permanent;311;Emerald Orb;Weapon;3;2020-11-10T23:32:29Z
Permanent;312;Ferrous Shadow;Weapon;3;2020-11-10T23:32:29Z
Permanent;313;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-10T23:32:29Z
Permanent;314;Favonius Codex;Weapon;4;2020-11-10T23:32:29Z
Permanent;315;Xingqiu;Character;4;2020-11-10T23:32:29Z
Permanent;316;Debate Club;Weapon;3;2020-11-10T23:32:29Z
Permanent;317;Emerald Orb;Weapon;3;2020-11-10T23:32:29Z
Permanent;318;Skyrider Sword;Weapon;3;2020-11-10T23:32:29Z
Permanent;319;Harbinger of Dawn;Weapon;3;2020-11-10T23:32:29Z
Permanent;320;Slingshot;Weapon;3;2020-11-10T23:32:42Z
Permanent;321;Raven Bow;Weapon;3;2020-11-10T23:32:42Z
Permanent;322;Sharpshooter's Oath;Weapon;3;2020-11-10T23:32:42Z
Permanent;323;Black Tassel;Weapon;3;2020-11-10T23:32:42Z
Permanent;324;Favonius Greatsword;Weapon;4;2020-11-10T23:32:42Z
Permanent;325;Magic Guide;Weapon;3;2020-11-10T23:32:42Z
Permanent;326;Sharpshooter's Oath;Weapon;3;2020-11-10T23:32:42Z
Permanent;327;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-10T23:32:42Z
Permanent;328;Sharpshooter's Oath;Weapon;3;2020-11-10T23:32:42Z
Permanent;329;Raven Bow;Weapon;3;2020-11-10T23:32:42Z
Permanent;330;Black Tassel;Weapon;3;2020-11-10T23:46:46Z
Permanent;331;Bloodtainted Greatsword;Weapon;3;2020-11-14T20:57:33Z
Permanent;332;Slingshot;Weapon;3;2020-11-14T20:57:33Z
Permanent;333;Amber;Character;4;2020-11-14T20:57:33Z
Permanent;334;Debate Club;Weapon;3;2020-11-14T20:57:33Z
Permanent;335;Harbinger of Dawn;Weapon;3;2020-11-14T20:57:33Z
Permanent;336;Debate Club;Weapon;3;2020-11-14T20:57:33Z
Permanent;337;Bloodtainted Greatsword;Weapon;3;2020-11-14T20:57:33Z
Permanent;338;Harbinger of Dawn;Weapon;3;2020-11-14T20:57:33Z
Permanent;339;Debate Club;Weapon;3;2020-11-14T20:57:33Z
Permanent;340;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-14T20:57:33Z
Permanent;341;Cool Steel;Weapon;3;2020-11-14T20:57:43Z
Permanent;342;Keqing;Character;5;2020-11-14T20:57:43Z
Permanent;343;Dragon's Bane;Weapon;4;2020-11-14T20:57:43Z
Permanent;344;Raven Bow;Weapon;3;2020-11-14T20:57:43Z
Permanent;345;Debate Club;Weapon;3;2020-11-14T20:57:43Z
Permanent;346;Cool Steel;Weapon;3;2020-11-14T20:57:43Z
Permanent;347;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-14T20:57:43Z
Permanent;348;Slingshot;Weapon;3;2020-11-14T20:57:43Z
Permanent;349;Black Tassel;Weapon;3;2020-11-14T20:57:43Z
